121.241104,30.338881
121.241104,30.338884
121.241104,30.338892
121.241104,30.338907
121.241104,30.338932
121.241104,30.338964
121.241104,30.338999
121.241104,30.339037
121.241096,30.339075
121.241096,30.339115
121.241096,30.339163
121.241096,30.339211
121.241089,30.339260
121.241089,30.339304
121.241089,30.339348
121.241081,30.339394
121.241081,30.339439
121.241081,30.339487
121.241081,30.339537
121.241074,30.339584
121.241074,30.339636
121.241066,30.339685
121.241066,30.339741
121.241058,30.339792
121.241051,30.339842
121.241051,30.339890
121.241043,30.339937
121.241035,30.339981
121.241035,30.340025
121.241020,30.340063
121.241020,30.340101
121.241013,30.340139
121.241013,30.340179
121.241013,30.340216
121.241013,30.340252
121.241013,30.340288
121.241005,30.340324
121.240990,30.340324
121.240990,30.340357
121.240967,30.340357
121.240967,30.340380
121.240929,30.340391
121.240898,30.340391
121.240898,30.340399
121.240845,30.340397
121.240807,30.340391
121.240761,30.340389
121.240715,30.340387
121.240654,30.340384
121.240608,30.340380
121.240555,30.340376
121.240501,30.340372
121.240448,30.340368
121.240402,30.340364
121.240341,30.340359
121.240295,30.340351
121.240242,30.340347
121.240181,30.340343
121.240128,30.340342
121.240067,30.340338
121.240005,30.340336
121.239937,30.340334
121.239876,30.340332
121.239807,30.340332
121.239754,30.340330
121.239685,30.340328
121.239624,30.340324
121.239571,30.340319
121.239510,30.340311
121.239456,30.340307
121.239395,30.340303
121.239334,30.340300
121.239281,30.340296
121.239235,30.340294
121.239174,30.340292
121.239120,30.340288
121.239075,30.340288
121.239014,30.340284
121.238960,30.340284
121.238914,30.340282
121.238861,30.340281
121.238815,30.340277
121.238777,30.340273
121.238747,30.340273
121.238747,30.340254
121.238724,30.340254
121.238724,30.340231
121.238708,30.340202
121.238701,30.340202
121.238701,30.340170
121.238708,30.340132
121.238708,30.340088
121.238708,30.340046
121.238724,30.340004
121.238724,30.339956
121.238724,30.339905
121.238731,30.339853
121.238739,30.339804
121.238739,30.339750
121.238739,30.339697
121.238747,30.339640
121.238754,30.339588
121.238754,30.339540
121.238762,30.339491
121.238762,30.339439
121.238762,30.339394
121.238777,30.339352
121.238792,30.339319
121.238823,30.339294
121.238861,30.339279
121.238907,30.339273
121.238945,30.339275
121.238991,30.339279
121.239044,30.339285
121.239105,30.339289
121.239166,30.339293
121.239227,30.339294
121.239281,30.339296
121.239342,30.339300
121.239410,30.339302
121.239464,30.339306
121.239517,30.339308
121.239586,30.339312
121.239639,30.339314
121.239693,30.339315
121.239761,30.339319
121.239815,30.339325
121.239876,30.339329
121.239929,30.339331
121.239990,30.339333
121.240051,30.339333
121.240112,30.339336
121.240173,30.339336
121.240242,30.339336
121.240242,30.339340
121.240295,30.339344
121.240349,30.339346
121.240402,30.339348
121.240456,30.339352
121.240501,30.339355
121.240562,30.339355
121.240616,30.339359
121.240669,30.339361
121.240723,30.339363
121.240768,30.339363
121.240814,30.339367
121.240868,30.339369
121.240913,30.339373
121.240959,30.339375
121.241005,30.339376
121.241058,30.339380
121.241104,30.339380
121.241142,30.339380
121.241180,30.339380
121.241234,30.339380
121.241272,30.339380
121.241310,30.339380
121.241364,30.339382
121.241402,30.339384
121.241447,30.339388
121.241493,30.339390
121.241547,30.339392
121.241600,30.339396
121.241646,30.339396
121.241699,30.339396
121.241745,30.339396
121.241798,30.339396
121.241852,30.339396
121.241890,30.339396
121.241936,30.339396
121.241974,30.339396
121.242020,30.339397
121.242058,30.339397
121.242058,30.339399
121.242096,30.339399
121.242134,30.339399
121.242165,30.339399
121.242203,30.339401
121.242233,30.339403
121.242264,30.339405
121.242294,30.339409
121.242325,30.339409
121.242325,30.339413
121.242371,30.339415
121.242401,30.339417
121.242439,30.339418
